Row ID,Order ID,Order Date,Customer Name,Country,City,Postal Code,Region,Product ID,Category,Sub-Category,Product Name, Unit Price ,Quantity, Profit ,Year,Month
5112,CA-2014-138450,11/6/2030,Edward Hooks,Pennsylvania,Philadelphia,19134,EAST,OFF-PA-10003016,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads",$10.05 ,4,$40.19 ,2014,October
5113,CA-2015-153073,11/7/2030,Helen Abelman,Illinois,Chicago,60610,CENTRAL,FUR-FU-10001025,Furniture,Furnishings,"Eldon Imàge Series Desk Accessories, Clear",$17.50 ,9,$157.46 ,2015,November
5114,CA-2016-147970,11/8/2030,Aimee Bixby,Texas,Dallas,75220,CENTRAL,OFF-PA-10003936,Office Supplies,Paper,Xerox 1994,$15.55 ,3,$46.66 ,2016,January
5115,CA-2016-150658,11/9/2030,Maribeth Schnelling,New Mexico,Carlsbad,88220,WEST,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,$10.78 ,3,$32.33 ,2016,November
5116,CA-2017-125640,11/10/2030,Dorothy Dickinson,Pennsylvania,Philadelphia,19134,EAST,OFF-LA-10004178,Office Supplies,Labels,Avery 491,$3.30 ,1,$3.30 ,2017,July
5117,CA-2017-154137,11/11/2030,Meg Tillman,New York,New York City,10009,EAST,OFF-ST-10003324,Office Supplies,Storage,Belkin OmniView SE Rackmount Kit,$35.48 ,1,$35.48 ,2017,November
5118,CA-2015-127173,11/12/2030,Gene McClure,New York,Oceanside,11572,EAST,OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",$34.44 ,3,$103.32 ,2015,September
5119,CA-2015-127173,11/13/2030,Gene McClure,New York,Oceanside,11572,EAST,TEC-MA-10002859,Technology,Machines,Ativa MDM8000 8-Sheet Micro-Cut Shredder,$629.93 ,7,"$4,409.51 ",2015,September
5120,CA-2015-127173,11/14/2030,Gene McClure,New York,Oceanside,11572,EAST,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,$79.06 ,9,$711.50 ,2015,September
5121,CA-2014-149538,11/15/2030,Ken Black,Louisiana,Lafayette,70506,SOUTH,OFF-ST-10004180,Office Supplies,Storage,Safco Commercial Shelving,$232.55 ,5,"$1,162.75 ",2014,April
5122,CA-2014-149538,11/16/2030,Ken Black,Louisiana,Lafayette,70506,SOUTH,TEC-AC-10002926,Technology,Accessories,Logitech Wireless Marathon Mouse M705,$99.98 ,2,$199.96 ,2014,April
5123,CA-2014-149538,11/17/2030,Ken Black,Louisiana,Lafayette,70506,SOUTH,OFF-PA-10003797,Office Supplies,Paper,Xerox 209,$19.44 ,3,$58.32 ,2014,April
5124,CA-2014-149538,11/18/2030,Ken Black,Louisiana,Lafayette,70506,SOUTH,OFF-PA-10002195,Office Supplies,Paper,Xerox 1966,$12.96 ,2,$25.92 ,2014,April
5125,CA-2014-160766,11/19/2030,Darrin Martin,New York,New York City,10009,EAST,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,$464.29 ,9,"$4,178.63 ",2014,September
5126,CA-2014-160766,11/20/2030,Darrin Martin,New York,New York City,10009,EAST,OFF-EN-10001099,Office Supplies,Envelopes,Staple envelope,$68.46 ,7,$479.22 ,2014,September
5127,CA-2014-160766,11/21/2030,Darrin Martin,New York,New York City,10009,EAST,TEC-MA-10003979,Technology,Machines,Ativa V4110MDD Micro-Cut Shredder,"$2,799.96 ",4,"$11,199.84 ",2014,September
5128,CA-2014-160766,11/22/2030,Darrin Martin,New York,New York City,10009,EAST,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,$601.30 ,2,"$1,202.60 ",2014,September
5129,CA-2014-160766,11/23/2030,Darrin Martin,New York,New York City,10009,EAST,TEC-PH-10001536,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,$16.99 ,1,$16.99 ,2014,September
5130,CA-2014-160766,11/24/2030,Darrin Martin,New York,New York City,10009,EAST,TEC-PH-10000526,Technology,Phones,Vtech CS6719,$287.97 ,3,$863.91 ,2014,September
5131,CA-2014-160766,11/25/2030,Darrin Martin,New York,New York City,10009,EAST,OFF-PA-10000213,Office Supplies,Paper,Xerox 198,$44.82 ,9,$403.38 ,2014,September
5132,CA-2017-146626,11/26/2030,Ben Peterman,California,Anaheim,92804,WEST,FUR-FU-10002501,Furniture,Furnishings,Nu-Dell Executive Frame,$101.12 ,8,$808.96 ,2017,December
5133,CA-2015-123330,11/27/2030,Emily Phan,Florida,Deltona,32725,SOUTH,TEC-PH-10001819,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,$107.98 ,3,$323.93 ,2015,June
5134,CA-2017-155607,11/28/2030,Frank Gastineau,New York,New York City,10009,EAST,OFF-AP-10001962,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,$58.73 ,7,$411.11 ,2017,November
5135,CA-2017-155607,11/29/2030,Frank Gastineau,New York,New York City,10009,EAST,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,$93.34 ,4,$373.38 ,2017,November
5136,CA-2016-151323,11/30/2030,Alejandro Ballentine,Washington,Seattle,98103,WEST,OFF-FA-10002983,Office Supplies,Fasteners,Advantus SlideClip Paper Clips,$17.05 ,5,$85.25 ,2016,October
5137,CA-2015-146696,12/1/2030,Rick Duston,California,San Diego,92105,WEST,OFF-BI-10002432,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,$8.10 ,2,$16.19 ,2015,December
5138,CA-2016-128972,12/2/2030,Tom Stivers,Oklahoma,Oklahoma City,73120,CENTRAL,FUR-FU-10003096,Furniture,Furnishings,"Master Giant Foot Doorstop, Safety Yellow",$30.36 ,4,$121.44 ,2016,November
5139,CA-2017-128335,12/3/2030,Joseph Airdo,New York,Mount Vernon,10550,EAST,OFF-EN-10001539,Office Supplies,Envelopes,Staple envelope,$23.34 ,3,$70.02 ,2017,September
5140,CA-2017-128335,12/4/2030,Joseph Airdo,New York,Mount Vernon,10550,EAST,OFF-PA-10004996,Office Supplies,Paper,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",$51.55 ,5,$257.75 ,2017,September
5141,CA-2015-154886,12/5/2030,Shaun Weien,California,San Francisco,94109,WEST,TEC-AC-10001956,Technology,Accessories,Microsoft Arc Touch Mouse,$119.90 ,2,$239.80 ,2015,November
5142,CA-2016-111213,12/6/2030,Frank Preis,New York,New York City,10009,EAST,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back","$1,317.49 ",6,"$7,904.95 ",2016,April
5143,CA-2016-111213,12/7/2030,Frank Preis,New York,New York City,10009,EAST,OFF-SU-10000946,Office Supplies,Supplies,Staple remover,$63.84 ,8,$510.72 ,2016,April
5144,CA-2016-111213,12/8/2030,Frank Preis,New York,New York City,10009,EAST,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,$3.59 ,1,$3.59 ,2016,April
5145,CA-2017-161333,12/9/2030,John Lee,California,Los Angeles,90045,WEST,FUR-FU-10003039,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",$86.26 ,2,$172.52 ,2017,February
5146,CA-2017-161333,12/10/2030,John Lee,California,Los Angeles,90045,WEST,OFF-ST-10000464,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",$139.04 ,4,$556.16 ,2017,February
5147,CA-2017-161333,12/11/2030,John Lee,California,Los Angeles,90045,WEST,OFF-AP-10000252,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,$46.80 ,4,$187.20 ,2017,February
5148,CA-2017-128734,12/12/2030,James Lanier,Arizona,Chandler,85224,WEST,FUR-FU-10001731,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,$8.54 ,4,$34.18 ,2017,December
5149,CA-2017-128734,12/13/2030,James Lanier,Arizona,Chandler,85224,WEST,FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,$842.38 ,3,"$2,527.13 ",2017,December
5150,CA-2014-141796,12/14/2030,James Galang,New York,Long Beach,11561,EAST,TEC-PH-10001578,Technology,Phones,Polycom SoundStation2 EX Conference phone,"$1,214.85 ",3,"$3,644.55 ",2014,June
5151,CA-2017-125101,12/15/2030,Sally Hughsby,California,San Francisco,94109,WEST,OFF-ST-10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",$67.78 ,2,$135.56 ,2017,March
5152,CA-2017-169929,12/16/2030,Luke Schmidt,Montana,Helena,59601,WEST,OFF-ST-10002352,Office Supplies,Storage,Iris Project Case,$39.90 ,5,$199.50 ,2017,September
5153,US-2014-121566,12/17/2030,Cari Schnelling,New York,New York City,10011,EAST,OFF-BI-10004528,Office Supplies,Binders,Cardinal Poly Pocket Divider Pockets for Ring Binders,$2.69 ,1,$2.69 ,2014,June
5154,US-2014-121566,12/18/2030,Cari Schnelling,New York,New York City,10011,EAST,OFF-AR-10001026,Office Supplies,Art,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",$6.60 ,3,$19.80 ,2014,June
5155,US-2015-124219,12/19/2030,Kelly Williams,Missouri,Kirkwood,63122,CENTRAL,OFF-BI-10002215,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",$28.40 ,4,$113.60 ,2015,August
5156,US-2015-124219,12/20/2030,Kelly Williams,Missouri,Kirkwood,63122,CENTRAL,FUR-FU-10000305,Furniture,Furnishings,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",$212.94 ,3,$638.82 ,2015,August
5157,CA-2017-163006,12/21/2030,Gary Hansen,Illinois,Chicago,60653,CENTRAL,TEC-PH-10002584,Technology,Phones,Samsung Galaxy S4,"$1,001.58 ",2,"$2,003.17 ",2017,June
5158,CA-2017-163006,12/22/2030,Gary Hansen,Illinois,Chicago,60653,CENTRAL,FUR-CH-10000229,Furniture,Chairs,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,$569.06 ,3,"$1,707.17 ",2017,June
5159,CA-2017-163006,12/23/2030,Gary Hansen,Illinois,Chicago,60653,CENTRAL,FUR-FU-10003799,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",$14.22 ,2,$28.45 ,2017,June
5160,CA-2015-156146,12/24/2030,Andrew Gjertsen,Arizona,Peoria,85345,WEST,TEC-PH-10001700,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,$105.58 ,2,$211.17 ,2015,October
5161,CA-2015-156146,12/25/2030,Andrew Gjertsen,Arizona,Peoria,85345,WEST,TEC-PH-10001527,Technology,Phones,Plantronics MX500i Earset,$68.72 ,2,$137.44 ,2015,October
5162,CA-2014-111192,12/26/2030,Tom Stivers,Washington,Seattle,98103,WEST,FUR-BO-10002916,Furniture,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases","$1,367.84 ",8,"$10,942.72 ",2014,July
5163,CA-2016-115378,12/27/2030,Ashley Jarboe,Michigan,Taylor,48180,CENTRAL,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,$301.96 ,2,$603.92 ,2016,November
5164,CA-2015-161627,12/28/2030,Sarah Jordon,California,Pasadena,91104,WEST,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,$170.35 ,3,$511.06 ,2015,July
5165,CA-2014-121006,12/29/2030,Sam Craven,Michigan,Midland,48640,CENTRAL,OFF-AR-10001149,Office Supplies,Art,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",$3.90 ,2,$7.80 ,2014,November
5166,CA-2014-121006,12/30/2030,Sam Craven,Michigan,Midland,48640,CENTRAL,OFF-PA-10000130,Office Supplies,Paper,Xerox 199,$12.84 ,3,$38.52 ,2014,November
5167,CA-2014-121006,12/31/2030,Sam Craven,Michigan,Midland,48640,CENTRAL,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),$15.84 ,3,$47.52 ,2014,November
5168,CA-2014-121006,1/1/2031,Sam Craven,Michigan,Midland,48640,CENTRAL,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,$563.94 ,3,"$1,691.82 ",2014,November
5169,CA-2014-121006,1/2/2031,Sam Craven,Michigan,Midland,48640,CENTRAL,OFF-ST-10004950,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers,$62.94 ,3,$188.82 ,2014,November
5170,CA-2014-121006,1/3/2031,Sam Craven,Michigan,Midland,48640,CENTRAL,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",$535.41 ,3,"$1,606.23 ",2014,November
5171,CA-2016-122903,1/4/2031,Laura Armstrong,Michigan,Detroit,48205,CENTRAL,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,"$3,504.90 ",5,"$17,524.50 ",2016,May
5172,CA-2016-122903,1/5/2031,Laura Armstrong,Michigan,Detroit,48205,CENTRAL,OFF-PA-10001790,Office Supplies,Paper,Xerox 1910,$144.12 ,3,$432.36 ,2016,May
5173,CA-2016-122903,1/6/2031,Laura Armstrong,Michigan,Detroit,48205,CENTRAL,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,$314.55 ,3,$943.65 ,2016,May
5174,CA-2015-107741,1/7/2031,Fred Chung,Colorado,Pueblo,81001,WEST,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",$3.41 ,1,$3.41 ,2015,March
5175,CA-2017-106432,1/8/2031,Christina Anderson,Texas,Waco,76706,CENTRAL,OFF-BI-10002799,Office Supplies,Binders,"SlimView Poly Binder, 3/8""",$2.07 ,2,$4.14 ,2017,October
5176,CA-2017-106432,1/9/2031,Christina Anderson,Texas,Waco,76706,CENTRAL,FUR-BO-10004360,Furniture,Bookcases,Rush Hierlooms Collection Rich Wood Bookcases,$328.40 ,3,$985.20 ,2017,October
5177,CA-2016-148908,1/10/2031,Joseph Holt,California,San Francisco,94109,WEST,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,$53.25 ,2,$106.50 ,2016,November
5178,CA-2016-123015,1/11/2031,Anthony Johnson,New York,New York City,10024,EAST,OFF-BI-10004967,Office Supplies,Binders,Round Ring Binders,$4.99 ,3,$14.98 ,2016,December
5179,US-2015-120502,1/12/2031,Bill Tyler,California,Los Angeles,90036,WEST,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,$37.68 ,2,$75.36 ,2015,April
5180,US-2015-120502,1/13/2031,Bill Tyler,California,Los Angeles,90036,WEST,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,$258.58 ,2,$517.15 ,2015,April
5181,US-2015-120502,1/14/2031,Bill Tyler,California,Los Angeles,90036,WEST,OFF-AP-10004980,Office Supplies,Appliances,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,$75.84 ,2,$151.68 ,2015,April
5182,CA-2017-108749,1/15/2031,Don Jones,Rhode Island,Woonsocket,2895,EAST,OFF-PA-10003797,Office Supplies,Paper,Xerox 209,$45.36 ,7,$317.52 ,2017,September
5183,CA-2017-108749,1/16/2031,Don Jones,Rhode Island,Woonsocket,2895,EAST,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,$45.78 ,3,$137.34 ,2017,September
5184,CA-2017-163335,1/17/2031,Anna Gayman,Georgia,Columbus,31907,SOUTH,OFF-ST-10000885,Office Supplies,Storage,Fellowes Desktop Hanging File Manager,$40.29 ,3,$120.87 ,2017,September
5185,CA-2017-163335,1/18/2031,Anna Gayman,Georgia,Columbus,31907,SOUTH,OFF-BI-10002827,Office Supplies,Binders,Avery Durable Poly Binders,$38.71 ,7,$270.97 ,2017,September
5186,CA-2015-134719,1/19/2031,John Dryer,Florida,Jacksonville,32216,SOUTH,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,"$1,801.63 ",6,"$10,809.79 ",2015,October
5187,US-2015-154389,1/20/2031,Eugene Hildebrand,Pennsylvania,Philadelphia,19140,EAST,TEC-PH-10002789,Technology,Phones,LG Exalt,$748.75 ,8,"$5,990.02 ",2015,November
5188,CA-2015-115567,1/21/2031,Zuschuss Carroll,Indiana,Columbus,47201,CENTRAL,TEC-AC-10001314,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,$199.96 ,4,$799.84 ,2015,September
5189,CA-2015-115567,1/22/2031,Zuschuss Carroll,Indiana,Columbus,47201,CENTRAL,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,"$1,516.20 ",7,"$10,613.40 ",2015,September
5190,US-2017-136679,1/23/2031,Xylona Preis,Texas,Pasadena,77506,CENTRAL,TEC-AC-10004855,Technology,Accessories,V7 USB Numeric Keypad,$167.95 ,6,"$1,007.71 ",2017,November
5191,US-2017-136679,1/24/2031,Xylona Preis,Texas,Pasadena,77506,CENTRAL,OFF-AR-10003582,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",$45.04 ,2,$90.08 ,2017,November
5192,US-2017-141943,1/25/2031,Darren Koutras,California,San Francisco,94122,WEST,OFF-EN-10003448,Office Supplies,Envelopes,"Peel & Seel Recycled Catalog Envelopes, Brown",$23.16 ,2,$46.32 ,2017,May
5193,CA-2014-101560,1/26/2031,Chris Selesnick,South Carolina,Columbia,29203,SOUTH,FUR-FU-10003773,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,$397.60 ,5,"$1,988.00 ",2014,November
5194,CA-2014-101560,1/27/2031,Chris Selesnick,South Carolina,Columbia,29203,SOUTH,OFF-PA-10001363,Office Supplies,Paper,Xerox 1933,$85.96 ,7,$601.72 ,2014,November
5195,CA-2014-101560,1/28/2031,Chris Selesnick,South Carolina,Columbia,29203,SOUTH,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,$13.12 ,4,$52.48 ,2014,November
5196,CA-2014-101560,1/29/2031,Chris Selesnick,South Carolina,Columbia,29203,SOUTH,OFF-BI-10000309,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",$45.66 ,3,$136.98 ,2014,November
5197,CA-2014-159709,1/30/2031,Arianne Irving,Washington,Kent,98031,WEST,OFF-EN-10001434,Office Supplies,Envelopes,"Strathmore #10 Envelopes, Ultimate White",$158.13 ,3,$474.39 ,2014,May
5198,CA-2014-159709,1/31/2031,Arianne Irving,Washington,Kent,98031,WEST,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",$43.60 ,5,$218.00 ,2014,May
5199,CA-2016-103982,2/1/2031,Alex Avila,Texas,Round Rock,78664,CENTRAL,OFF-SU-10000151,Office Supplies,Supplies,High Speed Automatic Electric Letter Opener,"$3,930.07 ",3,"$11,790.22 ",2016,March
5200,CA-2016-103982,2/2/2031,Alex Avila,Texas,Round Rock,78664,CENTRAL,OFF-FA-10001332,Office Supplies,Fasteners,"Acco Banker's Clasps, 5 3/4""-Long",$2.30 ,1,$2.30 ,2016,March
5201,CA-2016-103982,2/3/2031,Alex Avila,Texas,Round Rock,78664,CENTRAL,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,$431.98 ,3,"$1,295.93 ",2016,March
5202,CA-2016-103982,2/4/2031,Alex Avila,Texas,Round Rock,78664,CENTRAL,TEC-AC-10002857,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",$41.72 ,7,$292.04 ,2016,March
5203,CA-2015-142454,2/5/2031,Richard Eichhorn,California,Oakland,94601,WEST,FUR-FU-10004018,Furniture,Furnishings,Tensor Computer Mounted Lamp,$104.23 ,7,$729.61 ,2015,August
5204,CA-2015-142454,2/6/2031,Richard Eichhorn,California,Oakland,94601,WEST,OFF-ST-10003638,Office Supplies,Storage,Mobile Personal File Cube,$70.26 ,3,$210.78 ,2015,August
5205,CA-2015-102015,2/7/2031,Tamara Manning,New York,Auburn,13021,EAST,OFF-AR-10004685,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",$9.26 ,2,$18.52 ,2015,September
5206,CA-2015-102015,2/8/2031,Tamara Manning,New York,Auburn,13021,EAST,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",$105.98 ,2,$211.96 ,2015,September
5207,CA-2015-102015,2/9/2031,Tamara Manning,New York,Auburn,13021,EAST,OFF-FA-10000490,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",$1.24 ,1,$1.24 ,2015,September
5208,CA-2015-102015,2/10/2031,Tamara Manning,New York,Auburn,13021,EAST,OFF-LA-10002043,Office Supplies,Labels,Avery 489,$20.70 ,2,$41.40 ,2015,September
5209,CA-2015-102015,2/11/2031,Tamara Manning,New York,Auburn,13021,EAST,OFF-PA-10002464,Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright),$28.90 ,5,$144.50 ,2015,September
5210,CA-2015-102015,2/12/2031,Tamara Manning,New York,Auburn,13021,EAST,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",$27.18 ,1,$27.18 ,2015,September
5211,CA-2015-156755,2/13/2031,Yana Sorensen,Delaware,Newark,19711,EAST,OFF-ST-10002615,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",$465.18 ,3,"$1,395.54 ",2015,January
5212,CA-2015-130876,2/14/2031,Annie Zypern,New York,New York City,10024,EAST,OFF-ST-10004258,Office Supplies,Storage,Portable Personal File Box,$36.63 ,3,$109.89 ,2015,May
5213,CA-2016-145898,2/15/2031,Chuck Magee,California,Redlands,92374,WEST,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,$51.45 ,3,$154.35 ,2016,September
5214,CA-2016-145898,2/16/2031,Chuck Magee,California,Redlands,92374,WEST,OFF-LA-10000262,Office Supplies,Labels,Avery 494,$7.83 ,3,$23.49 ,2016,September
5215,CA-2016-145898,2/17/2031,Chuck Magee,California,Redlands,92374,WEST,OFF-AR-10002445,Office Supplies,Art,SANFORD Major Accent Highlighters,$35.40 ,5,$177.00 ,2016,September
5216,CA-2016-145898,2/18/2031,Chuck Magee,California,Redlands,92374,WEST,OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),$29.90 ,5,$149.50 ,2016,September
5217,US-2017-159562,2/19/2031,Joy Bell-,Michigan,Roseville,48066,CENTRAL,OFF-EN-10000461,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",$17.48 ,2,$34.96 ,2017,September
5218,CA-2017-134635,2/20/2031,Noel Staavos,California,Los Angeles,90049,WEST,OFF-PA-10002254,Office Supplies,Paper,Xerox 1883,$79.14 ,3,$237.42 ,2017,April
5219,CA-2017-167080,2/21/2031,Linda Cazamias,New York,New York City,10011,EAST,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,$8.40 ,5,$42.00 ,2017,June
5220,CA-2017-145653,2/22/2031,Cynthia Arntzen,Michigan,Detroit,48205,CENTRAL,FUR-CH-10004875,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,$498.26 ,7,"$3,487.82 ",2017,September
5221,CA-2014-140487,2/23/2031,Sharelle Roach,Michigan,Detroit,48234,CENTRAL,FUR-BO-10000711,Furniture,Bookcases,"Hon Metal Bookcases, Gray",$212.94 ,3,$638.82 ,2014,June
5222,CA-2017-117401,2/24/2031,Paul Prost,Missouri,Springfield,65807,CENTRAL,OFF-AP-10000938,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,$706.86 ,7,"$4,948.02 ",2017,May
5223,CA-2017-117401,2/25/2031,Paul Prost,Missouri,Springfield,65807,CENTRAL,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,$114.95 ,5,$574.75 ,2017,May
5224,CA-2017-117401,2/26/2031,Paul Prost,Missouri,Springfield,65807,CENTRAL,OFF-BI-10001267,Office Supplies,Binders,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",$43.19 ,7,$302.33 ,2017,May
5225,US-2017-109582,2/27/2031,John Murray,California,Los Angeles,90036,WEST,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",$166.44 ,3,$499.32 ,2017,September
5226,CA-2016-119865,2/28/2031,Adam Shillingsburg,New York,New York City,10011,EAST,OFF-BI-10001553,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,$36.56 ,5,$182.80 ,2016,June
5227,CA-2016-119865,3/1/2031,Adam Shillingsburg,New York,New York City,10011,EAST,OFF-BI-10003007,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",$186.14 ,6,"$1,116.86 ",2016,June
5228,CA-2016-119865,3/2/2031,Adam Shillingsburg,New York,New York City,10011,EAST,FUR-BO-10003272,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,$353.57 ,2,$707.14 ,2016,June
5229,US-2014-147648,3/3/2031,Lindsay Shagiari,California,San Francisco,94109,WEST,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,$81.98 ,2,$163.96 ,2014,November
5230,CA-2017-124436,3/4/2031,Sue Ann Reed,California,Fresno,93727,WEST,OFF-BI-10001553,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,$14.62 ,2,$29.25 ,2017,March
5231,CA-2017-124436,3/5/2031,Sue Ann Reed,California,Fresno,93727,WEST,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,$697.16 ,5,"$3,485.80 ",2017,March
5232,CA-2017-124436,3/6/2031,Sue Ann Reed,California,Fresno,93727,WEST,FUR-FU-10001185,Furniture,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",$30.93 ,1,$30.93 ,2017,March
5233,CA-2017-124436,3/7/2031,Sue Ann Reed,California,Fresno,93727,WEST,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",$27.50 ,7,$192.47 ,2017,March
5234,CA-2014-115084,3/8/2031,Luke Schmidt,Arkansas,Texarkana,71854,SOUTH,FUR-CH-10004626,Furniture,Chairs,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,$605.34 ,6,"$3,632.04 ",2014,October
5235,CA-2017-131037,3/9/2031,Tony Molinari,California,San Francisco,94110,WEST,FUR-TA-10001768,Furniture,Tables,Hon Racetrack Conference Tables,$210.01 ,1,$210.01 ,2017,August
5236,CA-2016-111143,3/10/2031,Tim Taslimi,Indiana,Indianapolis,46203,CENTRAL,OFF-AP-10001947,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,$54.96 ,3,$164.88 ,2016,November
5237,CA-2014-166744,3/11/2031,Duane Noonan,Maryland,Columbia,21044,EAST,FUR-FU-10004952,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",$164.22 ,3,$492.66 ,2014,September
5238,CA-2014-166744,3/12/2031,Duane Noonan,Maryland,Columbia,21044,EAST,FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,$362.94 ,3,"$1,088.82 ",2014,September
